operator,operating_country,depature,arrival,route,depart_time,arrive_time,duration_min,distance_km,speed_km_per_hour, price_eur ,intercity_or_international, price_per_km 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,6:10:00 AM,8:25:00 AM,135,300.225,133.4333333, $186.44 ,Intercity, $0.62 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,6:29:00 AM,8:45:00 AM,136,300.225,132.4522059, $168.74 ,Intercity, $0.56 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,6:46:00 AM,9:05:00 AM,139,300.225,129.5935252, $168.74 ,Intercity, $0.56 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,7:13:00 AM,9:19:00 AM,126,300.225,142.9642857, $186.44 ,Intercity, $0.62 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,7:33:00 AM,9:44:00 AM,131,300.225,137.5076336, $168.74 ,Intercity, $0.56 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,7:53:00 AM,10:05:00 AM,132,300.225,136.4659091, $168.74 ,Intercity, $0.56 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,8:13:00 AM,10:19:00 AM,126,300.225,142.9642857, $186.44 ,Intercity, $0.62 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,8:33:00 AM,10:44:00 AM,131,300.225,137.5076336, $186.44 ,Intercity, $0.62 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,8:53:00 AM,11:05:00 AM,132,300.225,136.4659091, $156.94 ,Intercity, $0.52 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,9:13:00 AM,11:19:00 AM,126,300.225,142.9642857, $51.33 ,Intercity, $0.17 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,9:33:00 AM,11:44:00 AM,131,300.225,137.5076336, $90.03 ,Intercity, $0.30 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,9:53:00 AM,12:05:00 PM,132,300.225,136.4659091, $56.05 ,Intercity, $0.19 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,10:13:00 AM,12:19:00 PM,126,300.225,142.9642857, $53.69 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,10:33:00 AM,12:44:00 PM,131,300.225,137.5076336, $53.69 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,10:53:00 AM,1:05:00 PM,132,300.225,136.4659091, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,11:13:00 AM,1:19:00 PM,126,300.225,142.9642857, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,11:33:00 AM,1:44:00 PM,131,300.225,137.5076336, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,11:53:00 AM,2:05:00 PM,132,300.225,136.4659091, $46.61 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,12:13:00 PM,2:19:00 PM,126,300.225,142.9642857, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,12:33:00 PM,2:44:00 PM,131,300.225,137.5076336, $46.61 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,12:53:00 PM,3:05:00 PM,132,300.225,136.4659091, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,1:13:00 PM,3:19:00 PM,126,300.225,142.9642857, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,1:33:00 PM,3:44:00 PM,131,300.225,137.5076336, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,1:53:00 PM,4:05:00 PM,132,300.225,136.4659091, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,2:13:00 PM,4:19:00 PM,126,300.225,142.9642857, $51.33 ,Intercity, $0.17 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,4:13:00 PM,6:19:00 PM,126,300.225,142.9642857, $186.44 ,Intercity, $0.62 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,4:33:00 PM,6:44:00 PM,131,300.225,137.5076336, $198.24 ,Intercity, $0.66 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,4:53:00 PM,7:05:00 PM,132,300.225,136.4659091, $186.44 ,Intercity, $0.62 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,5:13:00 PM,7:19:00 PM,126,300.225,142.9642857, $198.24 ,Intercity, $0.66 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,5:33:00 PM,7:44:00 PM,131,300.225,137.5076336, $186.44 ,Intercity, $0.62 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,5:53:00 PM,8:05:00 PM,132,300.225,136.4659091, $198.24 ,Intercity, $0.66 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,6:13:00 PM,8:19:00 PM,126,300.225,142.9642857, $186.44 ,Intercity, $0.62 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,6:33:00 PM,8:44:00 PM,131,300.225,137.5076336, $156.94 ,Intercity, $0.52 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,6:53:00 PM,9:05:00 PM,132,300.225,136.4659091, $90.03 ,Intercity, $0.30 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,7:13:00 PM,9:19:00 PM,126,300.225,142.9642857, $56.05 ,Intercity, $0.19 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,7:33:00 PM,9:44:00 PM,131,300.225,137.5076336, $48.97 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,7:53:00 PM,10:05:00 PM,132,300.225,136.4659091, $46.61 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,8:13:00 PM,10:45:00 PM,152,300.225,118.5098684, $46.61 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,8:53:00 PM,11:07:00 PM,134,300.225,134.4291045, $46.61 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,9:39:00 PM,11:48:00 PM,129,300.225,139.6395349, $46.61 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Manchester,London-Manchester,10:03:00 PM,12:39:00 AM,156,300.225,115.4711538, $46.61 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,6:36:00 AM,9:04:00 AM,148,316.387,128.265, $160.48 ,Intercity, $0.51 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,7:43:00 AM,10:04:00 AM,141,316.387,134.632766, $166.38 ,Intercity, $0.53 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,8:43:00 AM,11:04:00 AM,141,316.387,134.632766, $160.48 ,Intercity, $0.51 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,9:43:00 AM,12:04:00 PM,141,316.387,134.632766, $56.64 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,10:43:00 AM,1:04:00 PM,141,316.387,134.632766, $42.48 ,Intercity, $0.13 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,11:43:00 AM,2:04:00 PM,141,316.387,134.632766, $42.48 ,Intercity, $0.13 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,12:43:00 PM,3:04:00 PM,141,316.387,134.632766, $42.48 ,Intercity, $0.13 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,1:43:00 PM,4:04:00 PM,141,316.387,134.632766, $46.02 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,2:43:00 PM,5:04:00 PM,141,316.387,134.632766, $56.64 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,3:43:00 PM,6:04:00 PM,141,316.387,134.632766, $166.38 ,Intercity, $0.53 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,4:43:00 PM,7:04:00 PM,141,316.387,134.632766, $166.38 ,Intercity, $0.53 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,5:43:00 PM,8:05:00 PM,142,316.387,133.6846479, $160.48 ,Intercity, $0.51 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,6:43:00 PM,9:05:00 PM,142,316.387,133.6846479, $160.48 ,Intercity, $0.51 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,7:07:00 PM,10:24:00 PM,197,316.387,96.36152284, $63.72 ,Intercity, $0.20 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,7:43:00 PM,10:04:00 PM,141,316.387,134.632766, $63.72 ,Intercity, $0.20 
Avanti West Coast,United Kingdom,London,Liverpool,London-Liverpool,8:43:00 PM,11:05:00 PM,142,316.387,133.6846479, $42.48 ,Intercity, $0.13 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,5:31:00 AM,10:42:00 AM,311,650.736,125.5439228, $221.84 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,7:30:00 AM,12:01:00 PM,271,650.736,144.0743911, $221.84 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,8:30:00 AM,1:04:00 PM,274,650.736,142.4969343, $221.84 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,9:16:00 AM,3:17:00 PM,361,650.736,108.1555679, $147.50 ,Intercity, $0.23 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,9:30:00 AM,2:02:00 PM,272,650.736,143.5447059, $147.50 ,Intercity, $0.23 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,10:30:00 AM,3:00:00 PM,270,650.736,144.608, $147.50 ,Intercity, $0.23 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,11:30:00 AM,4:03:00 PM,273,650.736,143.0189011, $147.50 ,Intercity, $0.23 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,12:30:00 PM,5:01:00 PM,271,650.736,144.0743911, $147.50 ,Intercity, $0.23 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,1:30:00 PM,6:00:00 PM,270,650.736,144.608, $130.98 ,Intercity, $0.20 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,1:40:00 PM,7:24:00 PM,344,650.736,113.5004651, $94.40 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,2:30:00 PM,7:17:00 PM,287,650.736,136.0423693, $94.40 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,3:16:00 PM,9:12:00 PM,356,650.736,109.6746067, $94.40 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,3:30:00 PM,8:01:00 PM,271,650.736,144.0743911, $94.40 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,4:30:00 PM,9:05:00 PM,275,650.736,141.9787636, $94.40 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,5:30:00 PM,10:08:00 PM,278,650.736,140.4466187, $86.14 ,Intercity, $0.13 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,5:40:00 PM,11:17:00 PM,337,650.736,115.8580415, $63.72 ,Intercity, $0.10 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,6:30:00 PM,11:11:00 PM,281,650.736,138.9471886, $86.14 ,Intercity, $0.13 
Avanti West Coast,United Kingdom,London,Glasgow,London-Glasgow,7:30:00 PM,12:08:00 AM,278,650.736,140.4466187, $94.40 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,6:16:00 AM,7:48:00 AM,92,186.623,121.7106522, $48.97 ,Intercity, $0.26 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,7:10:00 AM,8:27:00 AM,77,186.623,145.4205195, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,7:16:00 AM,8:48:00 AM,92,186.623,121.7106522, $77.88 ,Intercity, $0.42 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,8:10:00 AM,9:27:00 AM,77,186.623,145.4205195, $77.88 ,Intercity, $0.42 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,8:16:00 AM,9:48:00 AM,92,186.623,121.7106522, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,8:40:00 AM,9:56:00 AM,76,186.623,147.3339474, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,9:10:00 AM,10:27:00 AM,77,186.623,145.4205195, $48.97 ,Intercity, $0.26 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,9:16:00 AM,10:48:00 AM,92,186.623,121.7106522, $29.50 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,9:40:00 AM,10:56:00 AM,76,186.623,147.3339474, $40.12 ,Intercity, $0.21 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,10:16:00 AM,11:48:00 AM,92,186.623,121.7106522, $38.94 ,Intercity, $0.21 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,10:40:00 AM,11:56:00 AM,76,186.623,147.3339474, $27.14 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,11:16:00 AM,12:48:00 PM,92,186.623,121.7106522, $34.81 ,Intercity, $0.19 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,11:40:00 AM,12:56:00 PM,76,186.623,147.3339474, $27.14 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,12:16:00 PM,1:48:00 PM,92,186.623,121.7106522, $34.81 ,Intercity, $0.19 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,12:40:00 PM,1:56:00 PM,76,186.623,147.3339474, $27.14 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,1:16:00 PM,2:48:00 PM,92,186.623,121.7106522, $27.14 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,1:40:00 PM,2:56:00 PM,76,186.623,147.3339474, $30.68 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,2:10:00 PM,3:27:00 PM,77,186.623,145.4205195, $27.14 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,2:16:00 PM,3:48:00 PM,92,186.623,121.7106522, $38.94 ,Intercity, $0.21 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,2:40:00 PM,3:56:00 PM,76,186.623,147.3339474, $38.94 ,Intercity, $0.21 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,3:10:00 PM,4:28:00 PM,78,186.623,143.5561538, $111.39 ,Intercity, $0.60 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,3:16:00 PM,4:48:00 PM,92,186.623,121.7106522, $48.97 ,Intercity, $0.26 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,3:36:00 PM,4:56:00 PM,80,186.623,139.96725, $29.50 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,4:10:00 PM,5:27:00 PM,77,186.623,145.4205195, $55.46 ,Intercity, $0.30 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,4:16:00 PM,5:48:00 PM,92,186.623,121.7106522, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,4:39:00 PM,5:56:00 PM,77,186.623,145.4205195, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,5:10:00 PM,6:27:00 PM,77,186.623,145.4205195, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,5:16:00 PM,6:48:00 PM,92,186.623,121.7106522, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,5:40:00 PM,6:56:00 PM,76,186.623,147.3339474, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,6:10:00 PM,7:27:00 PM,77,186.623,145.4205195, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,6:16:00 PM,7:48:00 PM,92,186.623,121.7106522, $63.13 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,6:40:00 PM,7:56:00 PM,76,186.623,147.3339474, $111.39 ,Intercity, $0.60 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,7:10:00 PM,8:27:00 PM,77,186.623,145.4205195, $38.94 ,Intercity, $0.21 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,7:16:00 PM,8:48:00 PM,92,186.623,121.7106522, $38.94 ,Intercity, $0.21 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,7:40:00 PM,8:56:00 PM,76,186.623,147.3339474, $27.14 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,8:06:00 PM,9:27:00 PM,81,186.623,138.2392593, $30.68 ,Intercity, $0.16 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,8:40:00 PM,9:56:00 PM,76,186.623,147.3339474, $27.14 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,9:06:00 PM,10:27:00 PM,81,186.623,138.2392593, $27.14 ,Intercity, $0.15 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,9:30:00 PM,11:02:00 PM,92,186.623,121.7106522, $21.83 ,Intercity, $0.12 
Avanti West Coast,United Kingdom,London,Birmingham,London-Birmingham,10:30:00 PM,12:33:00 AM,123,186.623,91.03560976, $24.78 ,Intercity, $0.13 
Avanti West Coast,United Kingdom,London,Edinburgh,London-Edinburgh,6:16:00 AM,12:20:00 PM,364,652.03,107.4774725, $221.84 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Edinburgh,London-Edinburgh,8:40:00 AM,2:19:00 PM,339,652.03,115.4035398, $221.84 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Edinburgh,London-Edinburgh,10:16:00 AM,4:18:00 PM,362,652.03,108.0712707, $94.40 ,Intercity, $0.14 
Avanti West Coast,United Kingdom,London,Edinburgh,London-Edinburgh,12:16:00 PM,6:21:00 PM,365,652.03,107.1830137, $94.40 ,Intercity, $0.14 
Avanti West Coast,United Kingdom,London,Edinburgh,London-Edinburgh,2:40:00 PM,8:24:00 PM,344,652.03,113.7261628, $94.40 ,Intercity, $0.14 
Avanti West Coast,United Kingdom,London,Edinburgh,London-Edinburgh,4:39:00 PM,10:21:00 PM,342,652.03,114.3912281, $63.72 ,Intercity, $0.10 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,9:02:00 AM,11:05:00 AM,123,293.068,142.96, $108.56 ,Intercity, $0.37 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,10:02:00 AM,12:06:00 PM,124,293.068,141.8070968, $53.10 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,12:02:00 PM,2:07:00 PM,125,293.068,140.67264, $53.10 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,1:02:00 PM,3:05:00 PM,123,293.068,142.96, $49.56 ,Intercity, $0.17 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,3:02:00 PM,5:05:00 PM,123,293.068,142.96, $183.37 ,Intercity, $0.63 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,5:02:00 PM,7:13:00 PM,131,293.068,134.2296183, $183.37 ,Intercity, $0.63 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,6:02:00 PM,8:13:00 PM,131,293.068,134.2296183, $108.56 ,Intercity, $0.37 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,7:02:00 PM,9:13:00 PM,131,293.068,134.2296183, $90.03 ,Intercity, $0.31 
Avanti West Coast,United Kingdom,London,Chester,London-Chester,8:02:00 PM,10:06:00 PM,124,293.068,141.8070968, $42.48 ,Intercity, $0.14 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,5:31:00 AM,8:09:00 AM,158,341.334,129.6205063, $214.17 ,Intercity, $0.63 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,6:16:00 AM,9:51:00 AM,215,341.334,95.256, $214.17 ,Intercity, $0.63 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,7:16:00 AM,10:51:00 AM,215,341.334,95.256, $214.17 ,Intercity, $0.63 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,7:30:00 AM,9:39:00 AM,129,341.334,158.76, $214.17 ,Intercity, $0.63 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,8:30:00 AM,10:39:00 AM,129,341.334,158.76, $190.57 ,Intercity, $0.56 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,8:40:00 AM,11:51:00 AM,191,341.334,107.2253403, $214.17 ,Intercity, $0.63 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,9:16:00 AM,12:51:00 PM,215,341.334,95.256, $214.17 ,Intercity, $0.63 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,9:30:00 AM,11:39:00 AM,129,341.334,158.76, $95.82 ,Intercity, $0.28 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,10:16:00 AM,1:51:00 PM,215,341.334,95.256, $63.13 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,10:30:00 AM,12:39:00 PM,129,341.334,158.76, $95.82 ,Intercity, $0.28 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,11:16:00 AM,2:51:00 PM,215,341.334,95.256, $63.13 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,11:30:00 AM,1:39:00 PM,129,341.334,158.76, $95.82 ,Intercity, $0.28 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,12:16:00 PM,3:51:00 PM,215,341.334,95.256, $63.13 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,12:30:00 PM,2:39:00 PM,129,341.334,158.76, $95.82 ,Intercity, $0.28 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,1:30:00 PM,3:39:00 PM,129,341.334,158.76, $86.73 ,Intercity, $0.25 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,1:40:00 PM,4:51:00 PM,191,341.334,107.2253403, $86.73 ,Intercity, $0.25 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,2:30:00 PM,4:39:00 PM,129,341.334,158.76, $86.73 ,Intercity, $0.25 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,2:40:00 PM,5:51:00 PM,191,341.334,107.2253403, $63.13 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,3:16:00 PM,6:51:00 PM,215,341.334,95.256, $172.28 ,Intercity, $0.50 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,3:30:00 PM,5:39:00 PM,129,341.334,158.76, $172.28 ,Intercity, $0.50 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,4:30:00 PM,6:39:00 PM,129,341.334,158.76, $172.28 ,Intercity, $0.50 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,4:39:00 PM,7:52:00 PM,193,341.334,106.1141969, $172.28 ,Intercity, $0.50 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,5:30:00 PM,7:39:00 PM,129,341.334,158.76, $190.57 ,Intercity, $0.56 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,5:40:00 PM,8:51:00 PM,191,341.334,107.2253403, $172.28 ,Intercity, $0.50 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,6:30:00 PM,8:39:00 PM,129,341.334,158.76, $190.57 ,Intercity, $0.56 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,7:30:00 PM,9:39:00 PM,129,341.334,158.76, $63.13 ,Intercity, $0.18 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,8:33:00 PM,11:00:00 PM,147,341.334,139.32, $39.53 ,Intercity, $0.12 
Avanti West Coast,United Kingdom,London,Preston,London-Preston,9:10:00 PM,11:46:00 PM,156,341.334,131.2823077, $39.53 ,Intercity, $0.12 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,5:31:00 AM,6:37:00 AM,66,85.311,77.55545455, $88.38 ,Intercity, $1.04 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,6:16:00 AM,7:13:00 AM,57,85.311,89.80105263, $38.35 ,Intercity, $0.45 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,7:16:00 AM,8:14:00 AM,58,85.311,88.25275862, $54.28 ,Intercity, $0.64 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,8:16:00 AM,9:14:00 AM,58,85.311,88.25275862, $47.20 ,Intercity, $0.55 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,8:53:00 AM,9:45:00 AM,52,85.311,98.43576923, $88.38 ,Intercity, $1.04 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,9:16:00 AM,10:13:00 AM,57,85.311,89.80105263, $23.60 ,Intercity, $0.28 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,9:53:00 AM,10:45:00 AM,52,85.311,98.43576923, $46.02 ,Intercity, $0.54 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,10:16:00 AM,11:13:00 AM,57,85.311,89.80105263, $30.68 ,Intercity, $0.36 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,11:53:00 AM,12:45:00 PM,52,85.311,98.43576923, $46.02 ,Intercity, $0.54 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,12:16:00 PM,1:13:00 PM,57,85.311,89.80105263, $28.91 ,Intercity, $0.34 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,12:53:00 PM,1:45:00 PM,52,85.311,98.43576923, $46.02 ,Intercity, $0.54 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,1:16:00 PM,2:14:00 PM,58,85.311,88.25275862, $21.83 ,Intercity, $0.26 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,1:53:00 PM,2:45:00 PM,52,85.311,98.43576923, $46.02 ,Intercity, $0.54 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,2:16:00 PM,3:14:00 PM,58,85.311,88.25275862, $30.68 ,Intercity, $0.36 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,2:53:00 PM,3:45:00 PM,52,85.311,98.43576923, $46.02 ,Intercity, $0.54 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,3:16:00 PM,4:09:00 PM,53,85.311,96.57849057, $38.35 ,Intercity, $0.45 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,3:53:00 PM,4:45:00 PM,52,85.311,98.43576923, $88.38 ,Intercity, $1.04 
Avanti West Coast,United Kingdom,London,Milton Keynes,London-Milton Keynes,4:16:00 PM,5:14:00 PM,58,85.311,88.25275862, $47.20 ,Intercity, $0.55 
